filename,nativeLanguage,fluentLanguage,speakerID,gender,sentenceID,sentence,duration
YORUBA_YORUBA_0041_F_A0056.wav,YORUBA,YORUBA,0041,F,A0056,Pearce's little eyes were fixed on him shrewdly.,6.71
YORUBA_YORUBA_0049_M_B0467.wav,YORUBA,YORUBA,0049,M,B0467,Let us run them for ourselves.,1.84
OTHERS_OTHERS_0117_F_A0159.wav,OTHERS,OTHERS,0117,F,A0159,They look as though he had been drumming a piano all his life.,5.07
YORUBA_WESTERN_0058_M_A0201.wav,YORUBA,WESTERN,0058,M,A0201,"He cried, and swung the club wildly.",2.03
YORUBA_YORUBA_0007_F_A0377.wav,YORUBA,YORUBA,0007,F,A0377,This sound did not disturb the hush and awe of the place.,5.16
YORUBA_YORUBA_0067_M_B0089.wav,YORUBA,YORUBA,0067,M,B0089,Her beautiful hair was done up in shining coils.,3.11
YORUBA_YORUBA_0137_M_A0229.wav,YORUBA,YORUBA,0137,M,A0229,The last one I knew was an overseer.,2.67
IGBO_WESTERN_0025_F_A0095.wav,IGBO,WESTERN,0025,F,A0095,A big canvas tent was the first thing to come within his vision.,4.05
YORUBA_YORUBA_0007_F_B0263.wav,YORUBA,YORUBA,0007,F,B0263,Only once did I confide the strangeness of it all to another.,4.32
EDO_IGBO_0122_M_A0551.wav,EDO,IGBO,0122,M,A0551,All an appearance can know is mirage.,4.45
YORUBA_YORUBA_0167_M_A0178.wav,YORUBA,YORUBA,0167,M,A0178,Every bone in her aged body seemed broken or dislocated.,4.60
YORUBA_YORUBA_0007_F_B0277.wav,YORUBA,YORUBA,0007,F,B0277,Two of the Folk were already up.,2.55
YORUBA_YORUBA_0007_F_A0388.wav,YORUBA,YORUBA,0007,F,A0388,It was my idea to a tee.,3.54
IGBO_IGBO_0045_F_A0026.wav,IGBO,IGBO,0045,F,A0026,It occurred to me that there would have to be an accounting.,2.93
YORUBA_YORUBA_0041_F_B0355.wav,YORUBA,YORUBA,0041,F,B0355,There was proper division of labor in the work they individually performed.,5.09
YORUBA_YORUBA_0041_F_A0296.wav,YORUBA,YORUBA,0041,F,A0296,Bassett was a fastidious man.,3.15
IGBO_IGBO_0056_M_A0308.wav,IGBO,IGBO,0056,M,A0308,His infernal chattering worries me even now as I think of it.,6.27
YORUBA_YORUBA_0153_M_B0423.wav,YORUBA,YORUBA,0153,M,B0423,"Also, at regular intervals, he would mutter.",3.59
IGBO_WESTERN_0025_F_A0452.wav,IGBO,WESTERN,0025,F,A0452,"Three oilers and a fourth engineer, was his greeting.",3.52
IGBO_WESTERN_0054_M_A0174.wav,IGBO,WESTERN,0054,M,A0174,They were the presage of storm.,2.09
YORUBA_YORUBA_0048_M_A0252.wav,YORUBA,YORUBA,0048,M,A0252,O'Brien had been a clean living young man with ideals.,5.54
YORUBA_YORUBA_0059_M_A0213.wav,YORUBA,YORUBA,0059,M,A0213,Between him and the beach was the cane-grass fence of the compound.,6.67
YORUBA_YORUBA_0008_M_B0372.wav,YORUBA,YORUBA,0008,M,B0372,Mr McVeigh told me about him.,3.77
YORUBA_YORUBA_0006_M_B0143.wav,YORUBA,YORUBA,0006,M,B0143,It took him half an hour to reach the edge of it.,3.52
YORUBA_YORUBA_0024_M_A0290.wav,YORUBA,YORUBA,0024,M,A0290,One by one the boys were captured.,2.05
EDO_YORUBA_0053_M_A0056.wav,EDO,YORUBA,0053,M,A0056,Pearce's little eyes were fixed on him shrewdly.,2.20
YORUBA_YORUBA_0059_M_B0111.wav,YORUBA,YORUBA,0059,M,B0111,The journey was continued at dawn.,2.20
YORUBA_YORUBA_0006_M_B0382.wav,YORUBA,YORUBA,0006,M,B0382,I defy any man to get a Solomon Island sore in California.,4.67
YORUBA_YORUBA_0048_M_A0044.wav,YORUBA,YORUBA,0048,M,A0044,Her own betrayal of herself was like tonic to Philip.,4.98
YORUBA_YORUBA_0089_F_A0264.wav,YORUBA,YORUBA,0089,F,A0264,"And I hope you've got plenty of chain out, Captain Young.",4.80
YORUBA_WESTERN_0058_M_B0261.wav,YORUBA,WESTERN,0058,M,B0261,And he did hurt my arm.,1.33
OTHERS_WESTERN_0721_F_B0532.wav,OTHERS,WESTERN,0721,F,B0532,That Longfellow chap most likely had written countless books of poetry.,6.03
IGBO_IGBO_0952_M_B0405.wav,IGBO,IGBO,0952,M,B0405,"And each year something happened, and I did not go.",4.31
IGBO_IGBO_0010_M_B0466.wav,IGBO,IGBO,0010,M,B0466,"It is dog eat dog, and you ate them up.",2.48
YORUBA_YORUBA_0009_M_B0524.wav,YORUBA,YORUBA,0009,M,B0524,"So far as flags were concerned, they were beyond all jurisdiction.",4.24
IGBO_YORUBA_0549_M_A0086.wav,IGBO,YORUBA,0549,M,A0086,Death had come with terrible suddenness.,3.04
IGBO_IGBO_0019_F_B0267.wav,IGBO,IGBO,0019,F,B0267,The boy threw back his head with pride.,2.31
IGBO_OTHERS_0268_M_A0155.wav,IGBO,OTHERS,0268,M,A0155,"Won't you draw up, gentlemen.",2.75
YORUBA_YORUBA_0041_F_B0223.wav,YORUBA,YORUBA,0041,F,B0223,They likewise are disinclined to being eaten.,3.29
YORUBA_YORUBA_0288_M_A0575.wav,YORUBA,YORUBA,0288,M,A0575,"There weren't any missions, and he was the man to know.",3.82
YORUBA_YORUBA_0007_F_B0103.wav,YORUBA,YORUBA,0007,F,B0103,"He lifted his eyes, and a strange cry burst from his lips.",4.52
OTHERS_OTHERS_0117_F_A0204.wav,OTHERS,OTHERS,0117,F,A0204,The wolf-dog thrust his gaunt muzzle toward him.,4.74
IGBO_IGBO_0056_M_A0336.wav,IGBO,IGBO,0056,M,A0336,So unexpected was my charge that I knocked him off his feet.,4.29
IGBO_WESTERN_0025_F_A0444.wav,IGBO,WESTERN,0025,F,A0444,Then you don't believe in altruism.,3.17
IGBO_IGBO_0011_M_A0468.wav,IGBO,IGBO,0011,M,A0468,In the matter of curry she is a sheer genius.,3.67
OTHERS_YORUBA_0026_F_A0443.wav,OTHERS,YORUBA,0026,F,A0443,He was worth nothing to the world.,1.99
IGBO_WESTERN_0025_F_B0418.wav,IGBO,WESTERN,0025,F,B0418,At that moment I got the impression that she was willowy.,4.03
IGBO_WESTERN_0025_F_B0356.wav,IGBO,WESTERN,0025,F,B0356,He loved to play Chinese lottery.,2.68
IGBO_WESTERN_0025_F_B0342.wav,IGBO,WESTERN,0025,F,B0342,Each improvement makes the value of everything else pump up.,5.38
IGBO_IGBO_0011_M_A0252.wav,IGBO,IGBO,0011,M,A0252,O'Brien had been a clean living young man with ideals.,7.73
YORUBA_YORUBA_0041_F_B0394.wav,YORUBA,YORUBA,0041,F,B0394,"The boy hesitated, then mastered his temper.",3.28
YORUBA_YORUBA_0012_M_B0139.wav,YORUBA,YORUBA,0012,M,B0139,Together they ate the rabbit.,4.17
YORUBA_YORUBA_0041_F_A0519.wav,YORUBA,YORUBA,0041,F,A0519,Such an act was in direct violation of the laws of the land.,4.19
YORUBA_YORUBA_0102_F_A0020.wav,YORUBA,YORUBA,0102,F,A0020,Clubs and balls and cities grew to be only memories.,3.95
YORUBA_YORUBA_0230_M_B0108.wav,YORUBA,YORUBA,0230,M,B0108,"It was a miracle, and I owe you my life.",3.05
YORUBA_YORUBA_0102_F_A0587.wav,YORUBA,YORUBA,0102,F,A0587,He had comparatively no advantages at first.,3.09
IGBO_WESTERN_0054_M_A0214.wav,IGBO,WESTERN,0054,M,A0214,"Besides, he was paid one case of tobacco per head.",5.13
YORUBA_YORUBA_0354_M_A0452.wav,YORUBA,YORUBA,0354,M,A0452,"Three oilers and a fourth engineer, was his greeting.",6.75
IGBO_WESTERN_0025_F_A0055.wav,IGBO,WESTERN,0025,F,A0055,"Philip stood undecided, his ears strained to catch the slightest sound.",5.50
OTHERS_OTHERS_0084_F_A0203.wav,OTHERS,OTHERS,0084,F,A0203,They were following the shore of a lake.,5.01
EDO_YORUBA_0053_M_B0021.wav,EDO,YORUBA,0053,M,B0021,Philip dropped back into his chair.,2.15
YORUBA_YORUBA_0132_M_B0298.wav,YORUBA,YORUBA,0132,M,B0298,His hand shot out and clutched Crooked-Leg by the neck.,5.26
YORUBA_YORUBA_0049_M_B0129.wav,YORUBA,YORUBA,0049,M,B0129,Did Thorpe go to see any one in Churchill.,4.16
YORUBA_HAUSA_0112_M_B0011.wav,YORUBA,HAUSA,0112,M,B0011,His eyes never took themselves for an instant from his companion's face.,3.92
OTHERS_YORUBA_0026_F_B0436.wav,OTHERS,YORUBA,0026,F,B0436,Famine had been my great ally.,2.23
YORUBA_HAUSA_0112_M_A0111.wav,YORUBA,HAUSA,0112,M,A0111,"Instead, he joined her; and they ate like two hungry children.",4.64
OTHERS_YORUBA_0101_M_A0073.wav,OTHERS,YORUBA,0101,M,A0073,"The promoter's eyes were heavy, with little puffy bags under them.",5.93
YORUBA_YORUBA_0041_F_A0281.wav,YORUBA,YORUBA,0041,F,A0281,I do not blame you for anything; remember that.,4.62
IGBO_WESTERN_0025_F_A0337.wav,IGBO,WESTERN,0025,F,A0337,"Encouraged by my conduct, Big-Face became a sudden ally.",3.53
YORUBA_YORUBA_0006_M_A0040.wav,YORUBA,YORUBA,0006,M,A0040,I suppose you wonder why she is coming up here.,3.16
IGBO_WESTERN_0054_M_A0163.wav,IGBO,WESTERN,0054,M,A0163,Philip made no effort to follow.,1.62
YORUBA_YORUBA_0288_M_A0560.wav,YORUBA,YORUBA,0288,M,A0560,His mouth opened; words shaped vainly on his lips.,4.96
YORUBA_YORUBA_0008_M_B0359.wav,YORUBA,YORUBA,0008,M,B0359,"And as never before, he was ready to obey.",3.45
YORUBA_YORUBA_0007_F_B0116.wav,YORUBA,YORUBA,0007,F,B0116,"I have hunted along this ridge, replied Philip.",3.18
YORUBA_HAUSA_0047_M_A0288.wav,YORUBA,HAUSA,0047,M,A0288,"Those are my oysters, he said at last.",4.31
IGBO_YORUBA_0549_M_A0252.wav,IGBO,YORUBA,0549,M,A0252,O'Brien had been a clean living young man with ideals.,6.57
IGBO_IGBO_0016_F_A0059.wav,IGBO,IGBO,0016,F,A0059,His immaculate appearance was gone.,1.84
IGBO_IGBO_0001_M_B0142.wav,IGBO,IGBO,0001,M,B0142,Something vastly more thrilling had come into it now.,4.49
YORUBA_YORUBA_0428_F_B0025.wav,YORUBA,YORUBA,0428,F,B0025,"Now, you understand.",2.32
IGBO_IGBO_0001_M_A0532.wav,IGBO,IGBO,0001,M,A0532,May drought destroy your crops.,2.61
EDO_IGBO_0122_M_B0268.wav,EDO,IGBO,0122,M,B0268,"Saxon nodded, and the boy frowned.",4.60
IGBO_OTHERS_0268_M_A0418.wav,IGBO,OTHERS,0268,M,A0418,The Portuguese boy crawled nearer and nearer.,3.48
YORUBA_YORUBA_0153_M_B0187.wav,YORUBA,YORUBA,0153,M,B0187,Her achievements with cocoanuts were a revelation.,3.82
YORUBA_YORUBA_0067_M_B0101.wav,YORUBA,YORUBA,0067,M,B0101,"You're a devil for fighting, and will surely win.",2.83
IGBO_IGBO_0019_F_A0372.wav,IGBO,IGBO,0019,F,A0372,"He saw only the effect in a general, sketchy way.",4.70
IGBO_IGBO_0045_F_B0531.wav,IGBO,IGBO,0045,F,B0531,I am sure it must have been some adventure.,2.30
YORUBA_YORUBA_0007_F_B0310.wav,YORUBA,YORUBA,0007,F,B0310,"A little treatment, massage, with some help from the doctor.",5.14
YORUBA_YORUBA_0132_M_A0559.wav,YORUBA,YORUBA,0132,M,A0559,Peace be unto you and grace before the Lord.,5.56
YORUBA_YORUBA_0024_M_A0526.wav,YORUBA,YORUBA,0024,M,A0526,Nowhere did the raw earth appear.,5.29
IGBO_WESTERN_0025_F_B0019.wav,IGBO,WESTERN,0025,F,B0019,His slim hands gripped the edges of the table.,3.63
YORUBA_YORUBA_0048_M_A0094.wav,YORUBA,YORUBA,0048,M,A0094,He had barely entered this when he saw the glow of a fire.,5.03
IGBO_YORUBA_0549_M_A0083.wav,IGBO,YORUBA,0549,M,A0083,A shadow was creeping over Pierre's eyes.,4.72
YORUBA_HAUSA_0112_M_B0411.wav,YORUBA,HAUSA,0112,M,B0411,"He gave no reason, but his motive was obvious enough.",3.70
IGBO_IGBO_0019_F_B0510.wav,IGBO,IGBO,0019,F,B0510,He knew what taboos he was violating.,2.34
YORUBA_YORUBA_0230_M_A0145.wav,YORUBA,YORUBA,0230,M,A0145,"I have to be careful of them, as they tear very easily.",3.62
YORUBA_YORUBA_0102_F_A0186.wav,YORUBA,YORUBA,0102,F,A0186,Like a flash he launched himself into the feathered mass of the owl.,4.43
YORUBA_YORUBA_0167_M_A0221.wav,YORUBA,YORUBA,0167,M,A0221,I don't know why you're here at all.,3.23
YORUBA_YORUBA_0102_F_B0079.wav,YORUBA,YORUBA,0102,F,B0079,The truth of it set Jeanne quivering.,2.77
YORUBA_YORUBA_0288_M_B0302.wav,YORUBA,YORUBA,0288,M,B0302,"I pulled, suddenly, with all my might.",5.32
IGBO_WESTERN_0054_M_A0173.wav,IGBO,WESTERN,0054,M,A0173,The date was nearly eighteen years old.,2.31
YORUBA_YORUBA_0348_M_B0032.wav,YORUBA,YORUBA,0348,M,B0032,He caught himself with a jerk.,3.73
OTHERS_YORUBA_0026_F_A0297.wav,OTHERS,YORUBA,0026,F,A0297,There's a big English general right now whose name is Roberts.,5.32
YORUBA_YORUBA_0153_M_A0493.wav,YORUBA,YORUBA,0153,M,A0493,"The boy, O'Brien, was specially maltreated.",3.90
YORUBA_YORUBA_0041_F_B0178.wav,YORUBA,YORUBA,0041,F,B0178,"Also, I want information.",2.60
IGBO_WESTERN_0025_F_B0151.wav,IGBO,WESTERN,0025,F,B0151,"It was steel, a fisher trap.",3.09
OTHERS_HAUSA_0052_M_A0068.wav,OTHERS,HAUSA,0052,M,A0068,In a flash Philip followed its direction.,2.98
IGBO_WESTERN_0025_F_A0051.wav,IGBO,WESTERN,0025,F,A0051,"The lace was of a delicate ivory color, faintly tinted with yellow.",5.25
YORUBA_YORUBA_0009_M_A0233.wav,YORUBA,YORUBA,0009,M,A0233,I never allow what can't be changed to annoy me.,2.49
EFIKIBIBIO_EFIKIBIBIO_0014_M_B0186.wav,EFIKIBIBIO,EFIKIBIBIO,0014,M,B0186,"I can't go elsewhere, by your own account.",6.26
IGBO_WESTERN_0054_M_A0577.wav,IGBO,WESTERN,0054,M,A0577,"Once the jews harp began emitting its barbaric rhythms, Michael was helpless.",5.10
IGBO_IGBO_0019_F_B0303.wav,IGBO,IGBO,0019,F,B0303,Here we allow our solicitors to look after our legal work.,4.13
OTHERS_YORUBA_0101_M_B0360.wav,OTHERS,YORUBA,0101,M,B0360,This state of mind comes of an undue prominence of the ego.,4.98
YORUBA_YORUBA_0006_M_A0327.wav,YORUBA,YORUBA,0006,M,A0327,"They were less stooped than we, less springy in their movements.",3.77
IGBO_IGBO_0016_F_B0202.wav,IGBO,IGBO,0016,F,B0202,Society is shaken to its foundations.,2.86
YORUBA_YORUBA_0007_F_A0365.wav,YORUBA,YORUBA,0007,F,A0365,These rumors may even originate with us.,3.90
YORUBA_YORUBA_0230_M_B0118.wav,YORUBA,YORUBA,0230,M,B0118,"We saw your light, and thought you wouldn't mind a call.",4.17
YORUBA_YORUBA_0049_M_B0110.wav,YORUBA,YORUBA,0049,M,B0110,"Such men believe, when they come together.",2.52
EDO_YORUBA_0053_M_A0440.wav,EDO,YORUBA,0053,M,A0440,"Yes, sir, I corrected.",1.89
YORUBA_YORUBA_0024_M_B0037.wav,YORUBA,YORUBA,0024,M,B0037,Philip knew that she was not an Indian.,2.45
YORUBA_YORUBA_0153_M_B0223.wav,YORUBA,YORUBA,0153,M,B0223,They likewise are disinclined to being eaten.,3.25
YORUBA_YORUBA_0041_F_B0435.wav,YORUBA,YORUBA,0041,F,B0435,"Well, did they eat.",2.28
YORUBA_YORUBA_0167_M_A0432.wav,YORUBA,YORUBA,0167,M,A0432,The boy at the wheel lost his head.,2.62
YORUBA_YORUBA_0378_M_B0371.wav,YORUBA,YORUBA,0378,M,B0371,Yield yourself to the waters that are ripping and tearing at you.,5.32
YORUBA_YORUBA_0017_F_A0404.wav,YORUBA,YORUBA,0017,F,A0404,Perrault found one with head buried in the grub box.,4.28
YORUBA_YORUBA_0097_M_B0420.wav,YORUBA,YORUBA,0097,M,B0420,"On occasion, on this traverse, the Cape Verde Islands are raised.",5.95
YORUBA_YORUBA_0230_M_A0391.wav,YORUBA,YORUBA,0230,M,A0391,But he reconciled himself to it by an act of faith.,3.28
YORUBA_YORUBA_0288_M_A0565.wav,YORUBA,YORUBA,0288,M,A0565,"With them were Indians, also three other men.",3.72
YORUBA_YORUBA_0009_M_B0050.wav,YORUBA,YORUBA,0009,M,B0050,All this day Gregson remained in the cabin.,2.57
YORUBA_YORUBA_0132_M_B0316.wav,YORUBA,YORUBA,0132,M,B0316,"Though the aurora still flamed, another day had begun.",5.57
EDO_OTHERS_0038_M_A0276.wav,EDO,OTHERS,0038,M,A0276,Oolong Atoll was one hundred and forty miles in circumference.,4.59
YORUBA_YORUBA_0880_M_B0321.wav,YORUBA,YORUBA,0880,M,B0321,"Instead, he arrived on the night of the second day.",5.51
IGBO_WESTERN_0054_M_B0502.wav,IGBO,WESTERN,0054,M,B0502,"And as we hurried up town, Joe Goose explained.",3.36
IGBO_WESTERN_0025_F_B0018.wav,IGBO,WESTERN,0025,F,B0018,I was completely lost in my work.,2.43
YORUBA_YORUBA_0006_M_A0286.wav,YORUBA,YORUBA,0006,M,A0286,Give them their choice between a fine or an official whipping.,4.36
OTHERS_OTHERS_1241_M_A0530.wav,OTHERS,OTHERS,1241,M,A0530,"Ask him, I laughed, then turned to Pasquini.",5.64
YORUBA_YORUBA_0008_M_A0048.wav,YORUBA,YORUBA,0008,M,A0048,"He looked at the handkerchief more, closely.",2.83
IGBO_YORUBA_0416_M_B0453.wav,IGBO,YORUBA,0416,M,B0453,"Isaac Ford, the austere soldier of the Lord, the old hypocrite.",3.95
YORUBA_YORUBA_0348_M_B0384.wav,YORUBA,YORUBA,0348,M,B0384,The skipper's and Nakata's gymnastics served as a translation without words.,7.60
YORUBA_YORUBA_0153_M_B0396.wav,YORUBA,YORUBA,0153,M,B0396,The pain from my hurt knee was agonizing.,3.01
YORUBA_YORUBA_0172_F_A0393.wav,YORUBA,YORUBA,0172,F,A0393,Already he had begun borrowing from the banks.,3.11
YORUBA_YORUBA_0022_M_B0255.wav,YORUBA,YORUBA,0022,M,B0255,"Then, again, Tudor had such an irritating way about him.",5.33
IGBO_IGBO_0016_F_B0189.wav,IGBO,IGBO,0016,F,B0189,That is what distinguishes all of us from the lower animals.,3.34
OTHERS_OTHERS_0084_F_B0099.wav,OTHERS,OTHERS,0084,F,B0099,Fifty yards ahead of her were the first of the rocks.,4.94
YORUBA_YORUBA_0041_F_A0443.wav,YORUBA,YORUBA,0041,F,A0443,He was worth nothing to the world.,2.20
EDO_OTHERS_0038_M_B0162.wav,EDO,OTHERS,0038,M,B0162,He thought he saw a shudder pass through the Factor's shoulders.,4.05
YORUBA_YORUBA_0022_M_A0590.wav,YORUBA,YORUBA,0022,M,A0590,In a way he is my protege.,2.73
YORUBA_YORUBA_0041_F_B0379.wav,YORUBA,YORUBA,0041,F,B0379,Christmas is an easy problem compared with a Polynesian giving-feast.,5.55
EDO_YORUBA_0053_M_A0442.wav,EDO,YORUBA,0053,M,A0442,You live on an income which your father earned.,2.82
IGBO_IGBO_0016_F_B0016.wav,IGBO,IGBO,0016,F,B0016,He chuckled as he pulled out his pipe and began filling it.,3.02
OTHERS_YORUBA_0026_F_A0243.wav,OTHERS,YORUBA,0026,F,A0243,I only read the quotations.,1.72
YORUBA_YORUBA_0009_M_A0026.wav,YORUBA,YORUBA,0009,M,A0026,It occurred to me that there would have to be an accounting.,2.86
YORUBA_YORUBA_0172_F_B0126.wav,YORUBA,YORUBA,0172,F,B0126,Blood was oozing slowly from the wounded man's right breast.,4.65
YORUBA_YORUBA_0063_F_B0182.wav,YORUBA,YORUBA,0063,F,B0182,I was in New York when the crash came.,2.56
YORUBA_YORUBA_0005_M_B0054.wav,YORUBA,YORUBA,0005,M,B0054,He understood the meaning of the look.,2.57
EDO_OTHERS_0038_M_A0314.wav,EDO,OTHERS,0038,M,A0314,Thus was momentum gained in the Younger World.,3.19
YORUBA_YORUBA_0024_M_A0479.wav,YORUBA,YORUBA,0024,M,A0479,"I tried to read George Moore last night, and was dreadfully bored.",4.85
IGBO_IGBO_0010_M_A0414.wav,IGBO,IGBO,0010,M,A0414,Now our figuring was all right.,2.43
YORUBA_YORUBA_0102_F_B0481.wav,YORUBA,YORUBA,0102,F,B0481,The task we set ourselves was threefold.,2.76
IGBO_OTHERS_0268_M_B0457.wav,IGBO,OTHERS,0268,M,B0457,It was sanctification and salvation.,3.58
IGBO_WESTERN_0054_M_A0206.wav,IGBO,WESTERN,0054,M,A0206,He says he bought him of Jacques Le Beau.,2.77
YORUBA_YORUBA_0007_F_A0429.wav,YORUBA,YORUBA,0007,F,A0429,"Quick was the disappointment in his face, yet smiling was the acquiescence.",4.56
YORUBA_YORUBA_0004_F_A0116.wav,YORUBA,YORUBA,0004,F,A0116,Was it the rendezvous of those who were striving to work his ruin.,5.17
YORUBA_YORUBA_0048_M_B0008.wav,YORUBA,YORUBA,0048,M,B0008,Burke himself had criticized it because of the smile.,6.09
OTHERS_OTHERS_0084_F_A0210.wav,OTHERS,OTHERS,0084,F,A0210,Its diameter was not more than two hundred yards.,5.43
IGBO_IGBO_0016_F_A0498.wav,IGBO,IGBO,0016,F,A0498,The lines were now very taut.,1.91
YORUBA_YORUBA_0007_F_A0428.wav,YORUBA,YORUBA,0007,F,A0428,It was not exactly a deportation.,2.53
YORUBA_YORUBA_0059_M_A0160.wav,YORUBA,YORUBA,0059,M,A0160,You want to go over and see his gang throw dirt.,2.66
YORUBA_YORUBA_0005_M_B0069.wav,YORUBA,YORUBA,0005,M,B0069,Could the incident have anything to do with Jeanne and Pierre.,4.18
OTHERS_HAUSA_0147_M_A0502.wav,OTHERS,HAUSA,0147,M,A0502,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,7.70
YORUBA_YORUBA_0007_F_B0500.wav,YORUBA,YORUBA,0007,F,B0500,Then came my boy code.,1.87
IGBO_IGBO_0045_F_B0447.wav,IGBO,IGBO,0045,F,B0447,O'Brien emitted a shriek that sank swiftly to a gurgling sob.,5.21
IGBO_WESTERN_0025_F_B0392.wav,IGBO,WESTERN,0025,F,B0392,"Yes, sir, he answered, with cheerful alacrity.",3.76
YORUBA_YORUBA_0041_F_A0278.wav,YORUBA,YORUBA,0041,F,A0278,It would give me nervous prostration.,3.47
YORUBA_YORUBA_0009_M_A0033.wav,YORUBA,YORUBA,0009,M,A0033,"He unfolded a long typewritten letter, and handed it to Gregson.",3.99
YORUBA_YORUBA_0153_M_B0220.wav,YORUBA,YORUBA,0153,M,B0220,"Harry Bancroft, Dave lied.",3.58
YORUBA_YORUBA_0172_F_A0225.wav,YORUBA,YORUBA,0172,F,A0225,I was brought up the way most girls in Hawaii are brought up.,4.84
EDO_YORUBA_0053_M_A0494.wav,EDO,YORUBA,0053,M,A0494,O'Brien took off his coat and bared his right arm.,2.85
IGBO_IGBO_0016_F_A0103.wav,IGBO,IGBO,0016,F,A0103,But there came no promise from the bow of the canoe.,2.75
EDO_YORUBA_0053_M_B0379.wav,EDO,YORUBA,0053,M,B0379,Christmas is an easy problem compared with a Polynesian giving-feast.,5.85
IGBO_IGBO_0001_M_B0150.wav,IGBO,IGBO,0001,M,B0150,And he was filled with a strange and foreboding fear.,4.61
EDO_OTHERS_0038_M_B0361.wav,EDO,OTHERS,0038,M,B0361,"There are the canals of China, and the Yang-tse River.",3.80
YORUBA_YORUBA_0041_F_A0132.wav,YORUBA,YORUBA,0041,F,A0132,A cry of joy burst from Philip's lips.,4.34
YORUBA_YORUBA_0009_M_A0351.wav,YORUBA,YORUBA,0009,M,A0351,It was more like sugar.,2.02
YORUBA_YORUBA_0348_M_A0520.wav,YORUBA,YORUBA,0348,M,A0520,He was fond of quoting a fragment from a certain poem.,5.51
YORUBA_YORUBA_0009_M_B0286.wav,YORUBA,YORUBA,0009,M,B0286,The time was considered auspicious.,2.28
IGBO_IGBO_0016_F_B0413.wav,IGBO,IGBO,0016,F,B0413,"He may desire to escape pain, or to enjoy pleasure.",3.22
